epoch,lr,loss,iou,val_loss,val_iou,val_dice,SE,PC,F1,AAC,best
0,0.001,0.17661107456873334,0.8492829529613425,0.18988178405496808,0.8317298018135435,0.9070955543163014,0.8777098874687413,0.9433056263204739,0.9070950562929442,0.9547611377857349,True
1,0.001,0.1581865904823182,0.8604244647570612,0.19978462711528497,0.8263898164344441,0.9037709640751433,0.866517385349238,0.950068378452527,0.9037704667083055,0.9541098135489005,False
2,0.001,0.15803778710819427,0.8565748222423514,0.18736770164083552,0.8291219657005754,0.9053563868047222,0.8733178229107178,0.9452444291433639,0.9053558890845969,0.9543617531105324,False
3,0.001,0.14669513666913622,0.867345817198712,0.1711688201736521,0.8435649039583236,0.9141882111206259,0.9091587730225927,0.9236806759693451,0.9141877124073641,0.9573788678204572,True
4,0.001,0.14790611347508809,0.864217601233308,0.19373950671266627,0.8253056409099927,0.9029317099459645,0.8542093941164117,0.9626967174443236,0.9029312131522262,0.9542096738462095,False
5,0.001,0.1466708280737438,0.8643580380330931,0.17078166780648407,0.8442006493619844,0.9142097925603875,0.8963785213464764,0.9383861669607226,0.914209294437436,0.9583261560510706,True
6,0.001,0.15432032923849803,0.8557658184826125,0.17847243150075276,0.841851363469802,0.9129941223050199,0.9222859545038388,0.9082043037052654,0.9129936236090163,0.9560328165690104,False
7,0.001,0.15700727237595452,0.8545696482639302,0.18268949466722983,0.829223146734839,0.9053902145570335,0.8716519928258982,0.9472564079117173,0.9053897169242701,0.954092350712529,False
8,0.001,0.14205193003964803,0.8707868827834033,0.17325646733796154,0.8402814054972567,0.9120207839793149,0.888348671935789,0.9415963144504861,0.91202028570743,0.957206952130353,False
9,0.001,0.13870100298571209,0.8720266618325669,0.17336591272442428,0.8411388049224349,0.912668915957257,0.8936403157294274,0.9374129277155078,0.9126684176028348,0.9576259471752026,False
10,0.001,0.14678611481000506,0.8638849577553336,0.17866783340771994,0.834900174187923,0.9087458728524134,0.8712019392966979,0.9546260762851941,0.9087453752858184,0.9562587596752026,False
11,0.001,0.13536956310272216,0.8724072556764902,0.1666315582063463,0.8441403600484558,0.9144647403846847,0.9042688214561387,0.9295530161253126,0.9144642417976347,0.957908856427228,False
12,0.001,0.14007884545458688,0.872513657606162,0.1896958068565086,0.829254527327849,0.9052682440436762,0.9425584204688308,0.8753541266142445,0.9052677461569887,0.9508629692925348,False
13,0.001,0.1452118259100687,0.8670744001160197,0.16516977692091905,0.843460310745175,0.9138722599665707,0.8796310590660332,0.9554074359730683,0.9138717620748965,0.9584882948133681,False
14,0.001,0.13081889672884867,0.8782723558932057,0.1642845071024365,0.8474783818881152,0.9163142256377506,0.9075186848282121,0.9298463005903883,0.9163137270200354,0.9586428041811342,True
15,0.001,0.13407721074800644,0.8770046474420286,0.1903636277825744,0.8254983486977723,0.9029755482248758,0.9381839165462016,0.8761349759804116,0.9029750506356758,0.9494010642722801,False
16,0.001,0.13454152695716373,0.8755857332713294,0.16353757558045565,0.8485461978153163,0.9170488781832432,0.9088801254718826,0.9291905801584,0.9170483793267711,0.9589012993706597,True
17,0.001,0.12859872688376714,0.8795185155138401,0.17755881327169912,0.8436343808163022,0.9139226218073985,0.8806987362410021,0.9543162959790548,0.9139221238942016,0.9586285626446759,False
18,0.001,0.1335957522430117,0.8773411849906463,0.1661335833646633,0.8498536656725836,0.917503312186321,0.8998407044780972,0.9405979090430441,0.9175028137851052,0.9597113150137442,True
19,0.001,0.13352876773902347,0.8779806161711358,0.19026251247635595,0.8249611941699784,0.90283087405353,0.9021504692013884,0.9101879819425652,0.9028303759864478,0.9514690823025174,False
20,0.001,0.13487518557480405,0.87674626359411,0.16337037450737424,0.848196494589604,0.9165456403149249,0.9139177505958546,0.9237442245503704,0.9165451416473395,0.9586890891746238,False
21,0.001,0.12999368678955806,0.8806301420462127,0.18256588445769417,0.8348940804623725,0.9090973693524813,0.9446537749830722,0.879727825416887,0.9090968710841811,0.9526041666666667,False
22,0.001,0.14059626322890084,0.8704213072576367,0.19694615845327024,0.8226858795271297,0.9013000299381915,0.9363915265874647,0.8740524823637267,0.9012995321987408,0.9488896122685185,False
23,0.001,0.13184873487741228,0.8780370044109141,0.17053567745067455,0.8422581457950817,0.9129892830294508,0.894105435116506,0.9382052959328487,0.9129887848860097,0.957986902307581,False
24,0.001,0.12740313495908465,0.8820105030171225,0.1667126535265534,0.8470478781233568,0.9161337825745102,0.9143704161367836,0.9224516849894204,0.9161332838885912,0.9584535386827256,False
25,0.001,0.13607198775760712,0.8724573158469586,0.17664581106768715,0.8379671847849568,0.9107659013391904,0.9321771007501264,0.8950031607703058,0.9107654029555272,0.9545647515190973,False
26,0.001,0.1443093156057691,0.870196614387308,0.19162474826530174,0.8342937522739152,0.9084394173495848,0.9357456156667874,0.8875934474527851,0.9084389191905069,0.9530987209743924,False
27,0.001,0.13094650185297405,0.8795585000443109,0.16881522723922024,0.843160360931322,0.9136650242987902,0.909542116646794,0.9232376751331209,0.9136645258775,0.9573421336986401,False
28,0.001,0.13563417177351694,0.8748340128118146,0.2118312516698131,0.8108665570831403,0.8936405233916817,0.938720690559982,0.8588989830912002,0.893640026411161,0.9440001311125579,False
29,0.001,0.15796108302615938,0.8573050631842967,0.21317877681167038,0.8052148041120365,0.8899921465050675,0.9283462934571884,0.8634000766640673,0.8899916500120933,0.9420811971028645,False
30,0.001,0.14171260415561615,0.8697405147242071,0.172345088146351,0.8437679739091604,0.9141188723613574,0.9167446786140154,0.9166270405966535,0.9141183738469733,0.9572191026475695,False
31,0.001,0.14084199428085298,0.8691737688989158,0.18599315020773147,0.8365354212535812,0.9097118132597676,0.8807079021686941,0.9451268303923346,0.909711315126831,0.9566418117947049,False
32,0.001,0.14421439688830148,0.8687702556318384,0.17524684490980924,0.8379412340796971,0.9105274486991916,0.8932284582257427,0.9342991777679762,0.9105269505845693,0.956917487250434,False
33,0.001,0.13471912455464166,0.8748457998512605,0.18698904657805407,0.8331831496802398,0.9075624000551807,0.8803206115654931,0.9431190025448241,0.9075619024891132,0.9554226345486111,False
34,0.001,0.13096166326413078,0.8777294171845357,0.17131865311551978,0.8357675891798619,0.9092264902348608,0.90783492636739,0.9166210854362502,0.9092259919804552,0.9546490139431424,False
35,0.001,0.14828245119443015,0.8641291072534317,0.16921469668547312,0.8433600121801984,0.9138805490662771,0.894411065007769,0.9395132363047335,0.9138800508548848,0.9582748978226273,False
36,0.001,0.13356844593608191,0.8758645801010562,0.16610682121029607,0.8446715396978094,0.9145564561689293,0.9036317410153738,0.9311749753144561,0.9145559578202248,0.9577068752712674,False
37,0.001,0.13329531654479013,0.8766920434341735,0.17857477554568538,0.8399029572118909,0.9117989960966555,0.9173271064986119,0.9120822480211914,0.911798497769369,0.9554330331307871,False
38,0.001,0.13486874971597915,0.8761485126426479,0.1823535430210608,0.8352363301751722,0.9089018167740155,0.8653475031062671,0.9618156717115485,0.9089013194834948,0.9568916603370949,False
39,0.001,0.1403942437872054,0.8732638485842766,0.171090672744645,0.8432972784555177,0.9137502792929827,0.9100000544469065,0.9232579704329029,0.9137497809626614,0.9574346471715857,False
40,0.001,0.13113671531752935,0.8779673197037543,0.1698057755276009,0.8420247344166074,0.9131378553275883,0.889891494638067,0.9420210146446956,0.913137356956855,0.957493817364728,False
41,0.001,0.14694536347237844,0.8639485078551197,0.17942742572890388,0.8338802428030839,0.9082192269888746,0.8826748066249932,0.9412468220304574,0.908218729152057,0.9555679321289062,False
42,0.001,0.1376828607585695,0.8721903821710585,0.18831980846546315,0.8271117777921313,0.9037834107471844,0.8532165036754438,0.9662682629166707,0.9037829142055409,0.9545823273835359,False
43,0.001,0.12964986912787907,0.8813686652312358,0.16799059046639336,0.8414224910264377,0.9123883878201421,0.8980364927891156,0.9332904116289348,0.9123878897526424,0.9579621491608796,False
44,0.001,0.13143174662476495,0.8775483920832254,0.1657185340369189,0.8471855463870559,0.9160687003840591,0.8912440300547998,0.9468655267304535,0.9160682021161363,0.9593332361291956,False
45,0.001,0.1309449263035305,0.8783397491940449,0.21881978026142826,0.8132115209337665,0.8955412319041841,0.8349239182488973,0.9707011464319384,0.8955407361116229,0.9505578500253183,False
46,0.001,0.16501315917287554,0.848197468685038,0.19921989242235819,0.8144786524722218,0.896340243529272,0.8665514382867119,0.9346091883315835,0.896339746013687,0.950050127947772,False
47,0.001,0.1482882546527045,0.8664262863146335,0.18358192686681393,0.8256684375919193,0.9033066374041451,0.867942235709058,0.9469986481351752,0.9033061398055053,0.9535916363751447,False
48,0.001,0.1313297366339063,0.8778169875841368,0.17070189041120035,0.8390423803771214,0.9109694374817124,0.8775849572842169,0.9519054719492951,0.9109689396975069,0.9572561193395543,False
49,0.001,0.14183730570569872,0.8697824120427299,0.18519505461057026,0.8320660161238083,0.907258694448645,0.8748177228497321,0.9467741306853277,0.9072581964819035,0.9552962126555267,False
